task	model	cond	replica	prog_cc	solution_cc	solution_human_comp	Short name	EvalPlus Leaderboard position	Parameters (B)	Size (GB)	Licence	n_tests	n_TP	n_TN	n_FP	n_FN	n_Error	n_Pass	n_Fail	n_tests_manual	n_TP_manual	n_TN_manual	n_FP_manual	n_FN_manual	n_Error_manual	n_Pass_manual	n_Fail_manual	n_tests_auto	n_TP_auto	n_TN_auto	n_FP_auto	n_FN_auto	n_Error_auto	n_Pass_auto	n_Fail_auto	p_Pass	p_Fail	p_TP	p_TN	p_FP	p_FN	p_Error	p_Pass_manual	p_Fail_manual	p_TP_manual	p_TN_manual	p_FP_manual	p_FN_manual	p_Error_manual	p_Pass_auto	p_Fail_auto	p_TP_auto	p_TN_auto	p_FP_auto	p_FN_auto	p_Error_auto
HE99	claude-3	post	10	7	3	S	Claude3	37			proprietary	20	4	0	0	0	16	4	16	14	3	0	0	0	11	3	11	4	1	0	0	0	3	1	3	0.2	0.8	0.2	0	0	0	0.8	0.214285714285714	0.785714285714286	0.214285714285714	0	0	0	0.785714285714286	0.25	0.75	0.25	0	0	0	0.75
HE0	claude-3-7-sonnet	post	1	5	4	QQ	Claude3.7				proprietary	33	29	4	0	0	0	33	0	11	9	2	0	0	0	11	0	20	20	0	0	0	0	20	0	1	0	0.878787878787879	0.121212121212121	0	0	0	1	0	0.818181818181818	0.181818181818182	0	0	0	1	0	1	0	0	0	0
HE0	claude-3-7-sonnet	post	2	5	4	QQ	Claude3.7				proprietary	33	29	4	0	0	0	33	0	11	9	2	0	0	0	11	0	20	20	0	0	0	0	20	0	1	0	0.878787878787879	0.121212121212121	0	0	0	1	0	0.818181818181818	0.181818181818182	0	0	0	1	0	1	0	0	0	0
HE0	claude-3-7-sonnet	post	3	5	4	QQ	Claude3.7				proprietary	33	29	4	0	0	0	33	0	11	9	2	0	0	0	11	0	20	20	0	0	0	0	20	0	1	0	0.878787878787879	0.121212121212121	0	0	0	1	0	0.818181818181818	0.181818181818182	0	0	0	1	0	1	0	0	0	0
HE0	claude-3-7-sonnet	post	4	5	4	QQ	Claude3.7				proprietary	33	29	4	0	0	0	33	0	11	9	2	0	0	0	11	0	20	20	0	0	0	0	20	0	1	0	0.878787878787879	0.121212121212121	0	0	0	1	0	0.818181818181818	0.181818181818182	0	0	0	1	0	1	0	0	0	0
HE0	claude-3-7-sonnet	post	5	5	4	QQ	Claude3.7				proprietary	33	29	4	0	0	0	33	0	11	9	2	0	0	0	11	0	20	20	0	0	0	0	20	0	1	0	0.878787878787879	0.121212121212121	0	0	0	1	0	0.818181818181818	0.181818181818182	0	0	0	1	0	1	0	0	0	0
HE0	claude-3-7-sonnet	post	6	5	4	QQ	Claude3.7				proprietary	33	29	4	0	0	0	33	0	11	9	2	0	0	0	11	0	20	20	0	0	0	0	20	0	1	0	0.878787878787879	0.121212121212121	0	0	0	1	0	0.818181818181818	0.181818181818182	0	0	0	1	0	1	0	0	0	0
HE0	claude-3-7-sonnet	post	7	5	4	QQ	Claude3.7				proprietary	33	29	4	0	0	0	33	0	11	9	2	0	0	0	11	0	20	20	0	0	0	0	20	0	1	0	0.878787878787879	0.121212121212121	0	0	0	1	0	0.818181818181818	0.181818181818182	0	0	0	1	0	1	0	0	0	0
HE0	claude-3-7-sonnet	post	8	5	4	QQ	Claude3.7				proprietary	33	29	4	0	0	0	33	0	11	9	2	0	0	0	11	0	20	20	0	0	0	0	20	0	1	0	0.878787878787879	0.121212121212121	0	0	0	1	0	0.818181818181818	0.181818181818182	0	0	0	1	0	1	0	0	0	0
HE0	claude-3-7-sonnet	post	9	5	4	QQ	Claude3.7				proprietary	33	29	4	0	0	0	33	0	11	9	2	0	0	0	11	0	20	20	0	0	0	0	20	0	1	0	0.878787878787879	0.121212121212121	0	0	0	1	0	0.818181818181818	0.181818181818182	0	0	0	1	0	1	0	0	0	0
HE0	claude-3-7-sonnet	post	10	5	4	QQ	Claude3.7				proprietary	33	29	4	0	0	0	33	0	11	9	2	0	0	0	11	0	20	20	0	0	0	0	20	0	1	0	0.878787878787879	0.121212121212121	0	0	0	1	0	0.818181818181818	0.181818181818182	0	0	0	1	0	1	0	0	0	0
HE1	claude-3-7-sonnet	pre	1	5	9	NQ	Claude3.7				proprietary	222	3	218	0	1	0	221	1	11	3	7	0	1	0	10	1	211	0	211	0	0	0	211	0	0.995495495495495	0.00450450450450451	0.0135135135135135	0.981981981981982	0	0.00450450450450451	0	0.909090909090909	0.0909090909090909	0.272727272727273	0.636363636363636	0	0.0909090909090909	0	1	0	0	1	0	0	0
HE1	claude-3-7-sonnet	pre	2	5	9	NQ	Claude3.7				proprietary	222	3	218	0	1	0	221	1	11	3	7	0	1	0	10	1	211	0	211	0	0	0	211	0	0.995495495495495	0.00450450450450451	0.0135135135135135	0.981981981981982	0	0.00450450450450451	0	0.909090909090909	0.0909090909090909	0.272727272727273	0.636363636363636	0	0.0909090909090909	0	1	0	0	1	0	0	0
HE1	claude-3-7-sonnet	pre	3	5	9	NQ	Claude3.7				proprietary	222	3	203	15	1	0	206	16	11	3	4	3	1	0	7	4	211	0	199	12	0	0	199	12	0.927927927927928	0.0720720720720721	0.0135135135135135	0.914414414414414	0.0675675675675676	0.00450450450450451	0	0.636363636363636	0.363636363636364	0.272727272727273	0.363636363636364	0.272727272727273	0.0909090909090909	0	0.943127962085308	0.0568720379146919	0	0.943127962085308	0.0568720379146919	0	0
HE1	claude-3-7-sonnet	pre	4	5	9	NQ	Claude3.7				proprietary	222	3	203	15	1	0	206	16	11	3	4	3	1	0	7	4	211	0	199	12	0	0	199	12	0.927927927927928	0.0720720720720721	0.0135135135135135	0.914414414414414	0.0675675675675676	0.00450450450450451	0	0.636363636363636	0.363636363636364	0.272727272727273	0.363636363636364	0.272727272727273	0.0909090909090909	0	0.943127962085308	0.0568720379146919	0	0.943127962085308	0.0568720379146919	0	0
HE1	claude-3-7-sonnet	pre	5	5	9	NQ	Claude3.7				proprietary	222	3	203	15	1	0	206	16	11	3	4	3	1	0	7	4	211	0	199	12	0	0	199	12	0.927927927927928	0.0720720720720721	0.0135135135135135	0.914414414414414	0.0675675675675676	0.00450450450450451	0	0.636363636363636	0.363636363636364	0.272727272727273	0.363636363636364	0.272727272727273	0.0909090909090909	0	0.943127962085308	0.0568720379146919	0	0.943127962085308	0.0568720379146919	0	0
HE1	claude-3-7-sonnet	pre	6	5	9	NQ	Claude3.7				proprietary	222	3	218	0	1	0	221	1	11	3	7	0	1	0	10	1	211	0	211	0	0	0	211	0	0.995495495495495	0.00450450450450451	0.0135135135135135	0.981981981981982	0	0.00450450450450451	0	0.909090909090909	0.0909090909090909	0.272727272727273	0.636363636363636	0	0.0909090909090909	0	1	0	0	1	0	0	0
HE1	claude-3-7-sonnet	pre	7	5	9	NQ	Claude3.7				proprietary	222	3	216	2	1	0	219	3	11	3	6	1	1	0	9	2	211	0	210	1	0	0	210	1	0.986486486486486	0.0135135135135135	0.0135135135135135	0.972972972972973	0.00900900900900901	0.00450450450450451	0	0.818181818181818	0.181818181818182	0.272727272727273	0.545454545454545	0.0909090909090909	0.0909090909090909	0	0.995260663507109	0.004739336492891	0	0.995260663507109	0.004739336492891	0	0
HE1	claude-3-7-sonnet	pre	8	5	9	NQ	Claude3.7				proprietary	222	3	218	0	1	0	221	1	11	3	7	0	1	0	10	1	211	0	211	0	0	0	211	0	0.995495495495495	0.00450450450450451	0.0135135135135135	0.981981981981982	0	0.00450450450450451	0	0.909090909090909	0.0909090909090909	0.272727272727273	0.636363636363636	0	0.0909090909090909	0	1	0	0	1	0	0	0
HE1	claude-3-7-sonnet	pre	9	5	9	NQ	Claude3.7				proprietary	222	3	218	0	1	0	221	1	11	3	7	0	1	0	10	1	211	0	211	0	0	0	211	0	0.995495495495495	0.00450450450450451	0.0135135135135135	0.981981981981982	0	0.00450450450450451	0	0.909090909090909	0.0909090909090909	0.272727272727273	0.636363636363636	0	0.0909090909090909	0	1	0	0	1	0	0	0
HE1	claude-3-7-sonnet	pre	10	5	9	NQ	Claude3.7				proprietary	222	3	218	0	1	0	221	1	11	3	7	0	1	0	10	1	211	0	211	0	0	0	211	0	0.995495495495495	0.00450450450450451	0.0135135135135135	0.981981981981982	0	0.00450450450450451	0	0.909090909090909	0.0909090909090909	0.272727272727273	0.636363636363636	0	0.0909090909090909	0	1	0	0	1	0	0	0
HE1	claude-3-7-sonnet	post	1	5	6	NQ	Claude3.7				proprietary	11	6	5	0	0	0	11	0	9	6	3	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0.545454545454545	0.454545454545455	0	0	0	1	0	0.666666666666667	0.333333333333333	0	0	0							
HE1	claude-3-7-sonnet	post	2	5	6	NQ	Claude3.7				proprietary	11	6	3	2	0	0	9	2	9	6	2	1	0	0	8	1	0	0	0	0	0	0	0	0	0.818181818181818	0.181818181818182	0.545454545454545	0.272727272727273	0.181818181818182	0	0	0.888888888888889	0.111111111111111	0.666666666666667	0.222222222222222	0.111111111111111	0	0							
HE1	claude-3-7-sonnet	post	3	5	6	NQ	Claude3.7				proprietary	11	1	1	0	0	9	2	9	9	1	0	0	0	8	1	8	0	0	0	0	0	0	0	0	0.181818181818182	0.818181818181818	0.0909090909090909	0.0909090909090909	0	0	0.818181818181818	0.111111111111111	0.888888888888889	0.111111111111111	0	0	0	0.888888888888889							
HE1	claude-3-7-sonnet	post	4	5	6	NQ	Claude3.7				proprietary	11	6	3	2	0	0	9	2	9	6	2	1	0	0	8	1	0	0	0	0	0	0	0	0	0.818181818181818	0.181818181818182	0.545454545454545	0.272727272727273	0.181818181818182	0	0	0.888888888888889	0.111111111111111	0.666666666666667	0.222222222222222	0.111111111111111	0	0							
HE1	claude-3-7-sonnet	post	5	5	6	NQ	Claude3.7				proprietary	11	6	3	2	0	0	9	2	9	6	2	1	0	0	8	1	0	0	0	0	0	0	0	0	0.818181818181818	0.181818181818182	0.545454545454545	0.272727272727273	0.181818181818182	0	0	0.888888888888889	0.111111111111111	0.666666666666667	0.222222222222222	0.111111111111111	0	0							
HE1	claude-3-7-sonnet	post	6	5	6	NQ	Claude3.7				proprietary	11	6	3	2	0	0	9	2	9	6	2	1	0	0	8	1	0	0	0	0	0	0	0	0	0.818181818181818	0.181818181818182	0.545454545454545	0.272727272727273	0.181818181818182	0	0	0.888888888888889	0.111111111111111	0.666666666666667	0.222222222222222	0.111111111111111	0	0							
HE1	claude-3-7-sonnet	post	7	5	6	NQ	Claude3.7				proprietary	11	6	3	2	0	0	9	2	9	6	2	1	0	0	8	1	0	0	0	0	0	0	0	0	0.818181818181818	0.181818181818182	0.545454545454545	0.272727272727273	0.181818181818182	0	0	0.888888888888889	0.111111111111111	0.666666666666667	0.222222222222222	0.111111111111111	0	0							
HE1	claude-3-7-sonnet	post	8	5	6	NQ	Claude3.7				proprietary	11	6	5	0	0	0	11	0	9	6	3	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0.545454545454545	0.454545454545455	0	0	0	1	0	0.666666666666667	0.333333333333333	0	0	0							
HE1	claude-3-7-sonnet	post	9	5	6	NQ	Claude3.7				proprietary	11	5	3	2	1	0	8	3	9	5	2	1	1	0	7	2	0	0	0	0	0	0	0	0	0.727272727272727	0.272727272727273	0.454545454545455	0.272727272727273	0.181818181818182	0.0909090909090909	0	0.777777777777778	0.222222222222222	0.555555555555556	0.222222222222222	0.111111111111111	0.111111111111111	0							
HE1	claude-3-7-sonnet	post	10	5	6	NQ	Claude3.7				proprietary	11	6	3	2	0	0	9	2	9	6	2	1	0	0	8	1	0	0	0	0	0	0	0	0	0.818181818181818	0.181818181818182	0.545454545454545	0.272727272727273	0.181818181818182	0	0	0.888888888888889	0.111111111111111	0.666666666666667	0.222222222222222	0.111111111111111	0	0							
HE101	claude-3-7-sonnet	pre	1	9	7	NQ	Claude3.7				proprietary	519	132	5	63	319	0	137	382	12	3	2	6	1	0	5	7	507	129	3	57	318	0	132	375	0.263969171483622	0.736030828516378	0.254335260115607	0.00963391136801541	0.121387283236994	0.614643545279384	0	0.416666666666667	0.583333333333333	0.25	0.166666666666667	0.5	0.0833333333333333	0	0.260355029585799	0.739644970414201	0.254437869822485	0.00591715976331361	0.112426035502959	0.627218934911243	0
HE101	claude-3-7-sonnet	pre	2	9	7	NQ	Claude3.7				proprietary	519	451	68	0	0	0	519	0	12	4	8	0	0	0	12	0	507	447	60	0	0	0	507	0	1	0	0.86897880539499	0.13102119460501	0	0	0	1	0	0.333333333333333	0.666666666666667	0	0	0	1	0	0.881656804733728	0.118343195266272	0	0	0
HE101	claude-3-7-sonnet	pre	3	9	7	NQ	Claude3.7				proprietary	519	451	5	63	0	0	456	63	12	4	2	6	0	0	6	6	507	447	3	57	0	0	450	57	0.878612716763006	0.121387283236994	0.86897880539499	0.00963391136801541	0.121387283236994	0	0	0.5	0.5	0.333333333333333	0.166666666666667	0.5	0	0	0.887573964497041	0.112426035502959	0.881656804733728	0.00591715976331361	0.112426035502959	0	0
HE101	claude-3-7-sonnet	pre	4	9	7	NQ	Claude3.7				proprietary	519	451	5	63	0	0	456	63	12	4	2	6	0	0	6	6	507	447	3	57	0	0	450	57	0.878612716763006	0.121387283236994	0.86897880539499	0.00963391136801541	0.121387283236994	0	0	0.5	0.5	0.333333333333333	0.166666666666667	0.5	0	0	0.887573964497041	0.112426035502959	0.881656804733728	0.00591715976331361	0.112426035502959	0	0
HE101	claude-3-7-sonnet	pre	5	9	7	NQ	Claude3.7				proprietary	519	451	5	63	0	0	456	63	12	4	2	6	0	0	6	6	507	447	3	57	0	0	450	57	0.878612716763006	0.121387283236994	0.86897880539499	0.00963391136801541	0.121387283236994	0	0	0.5	0.5	0.333333333333333	0.166666666666667	0.5	0	0	0.887573964497041	0.112426035502959	0.881656804733728	0.00591715976331361	0.112426035502959	0	0
HE101	claude-3-7-sonnet	pre	6	9	7	NQ	Claude3.7				proprietary	519	451	68	0	0	0	519	0	12	4	8	0	0	0	12	0	507	447	60	0	0	0	507	0	1	0	0.86897880539499	0.13102119460501	0	0	0	1	0	0.333333333333333	0.666666666666667	0	0	0	1	0	0.881656804733728	0.118343195266272	0	0	0
HE101	claude-3-7-sonnet	pre	7	9	7	NQ	Claude3.7				proprietary	519	451	5	63	0	0	456	63	12	4	2	6	0	0	6	6	507	447	3	57	0	0	450	57	0.878612716763006	0.121387283236994	0.86897880539499	0.00963391136801541	0.121387283236994	0	0	0.5	0.5	0.333333333333333	0.166666666666667	0.5	0	0	0.887573964497041	0.112426035502959	0.881656804733728	0.00591715976331361	0.112426035502959	0	0
HE101	claude-3-7-sonnet	pre	8	9	7	NQ	Claude3.7				proprietary	519	450	5	63	1	0	455	64	12	4	2	6	0	0	6	6	507	446	3	57	1	0	449	58	0.876685934489403	0.123314065510597	0.867052023121387	0.00963391136801541	0.121387283236994	0.00192678227360308	0	0.5	0.5	0.333333333333333	0.166666666666667	0.5	0	0	0.88560157790927	0.11439842209073	0.879684418145957	0.00591715976331361	0.112426035502959	0.0019723865877712	0
HE101	claude-3-7-sonnet	pre	9	9	7	NQ	Claude3.7				proprietary	519	451	68	0	0	0	519	0	12	4	8	0	0	0	12	0	507	447	60	0	0	0	507	0	1	0	0.86897880539499	0.13102119460501	0	0	0	1	0	0.333333333333333	0.666666666666667	0	0	0	1	0	0.881656804733728	0.118343195266272	0	0	0
HE101	claude-3-7-sonnet	pre	10	9	7	NQ	Claude3.7				proprietary	519	451	5	63	0	0	456	63	12	4	2	6	0	0	6	6	507	447	3	57	0	0	450	57	0.878612716763006	0.121387283236994	0.86897880539499	0.00963391136801541	0.121387283236994	0	0	0.5	0.5	0.333333333333333	0.166666666666667	0.5	0	0	0.887573964497041	0.112426035502959	0.881656804733728	0.00591715976331361	0.112426035502959	0	0
HE101	claude-3-7-sonnet	post	1	9	6	QQ	Claude3.7				proprietary	463	456	7	0	0	0	463	0	13	9	4	0	0	0	13	0	447	447	0	0	0	0	447	0	1	0	0.98488120950324	0.0151187904967603	0	0	0	1	0	0.692307692307692	0.307692307692308	0	0	0	1	0	1	0	0	0	0
HE101	claude-3-7-sonnet	post	2	9	6	QQ	Claude3.7				proprietary	463	456	7	0	0	0	463	0	13	9	4	0	0	0	13	0	447	447	0	0	0	0	447	0	1	0	0.98488120950324	0.0151187904967603	0	0	0	1	0	0.692307692307692	0.307692307692308	0	0	0	1	0	1	0	0	0	0
HE101	claude-3-7-sonnet	post	3	9	6	QQ	Claude3.7				proprietary	463	455	7	0	1	0	462	1	13	9	4	0	0	0	13	0	447	446	0	0	1	0	446	1	0.997840172786177	0.00215982721382289	0.982721382289417	0.0151187904967603	0	0.00215982721382289	0	1	0	0.692307692307692	0.307692307692308	0	0	0	0.997762863534676	0.00223713646532438	0.997762863534676	0	0	0.00223713646532438	0
HE101	claude-3-7-sonnet	post	4	9	6	QQ	Claude3.7				proprietary	463	452	7	0	4	0	459	4	13	9	4	0	0	0	13	0	447	443	0	0	4	0	443	4	0.991360691144708	0.00863930885529158	0.976241900647948	0.0151187904967603	0	0.00863930885529158	0	1	0	0.692307692307692	0.307692307692308	0	0	0	0.991051454138703	0.00894854586129754	0.991051454138703	0	0	0.00894854586129754	0
HE101	claude-3-7-sonnet	post	5	9	6	QQ	Claude3.7				proprietary	463	456	7	0	0	0	463	0	13	9	4	0	0	0	13	0	447	447	0	0	0	0	447	0	1	0	0.98488120950324	0.0151187904967603	0	0	0	1	0	0.692307692307692	0.307692307692308	0	0	0	1	0	1	0	0	0	0
HE101	claude-3-7-sonnet	post	6	9	6	QQ	Claude3.7				proprietary	463	456	7	0	0	0	463	0	13	9	4	0	0	0	13	0	447	447	0	0	0	0	447	0	1	0	0.98488120950324	0.0151187904967603	0	0	0	1	0	0.692307692307692	0.307692307692308	0	0	0	1	0	1	0	0	0	0
HE101	claude-3-7-sonnet	post	7	9	6	QQ	Claude3.7				proprietary	463	456	7	0	0	0	463	0	13	9	4	0	0	0	13	0	447	447	0	0	0	0	447	0	1	0	0.98488120950324	0.0151187904967603	0	0	0	1	0	0.692307692307692	0.307692307692308	0	0	0	1	0	1	0	0	0	0
HE101	claude-3-7-sonnet	post	8	9	6	QQ	Claude3.7				proprietary	463	456	7	0	0	0	463	0	13	9	4	0	0	0	13	0	447	447	0	0	0	0	447	0	1	0	0.98488120950324	0.0151187904967603	0	0	0	1	0	0.692307692307692	0.307692307692308	0	0	0	1	0	1	0	0	0	0
HE101	claude-3-7-sonnet	post	9	9	6	QQ	Claude3.7				proprietary	463	452	7	0	4	0	459	4	13	9	4	0	0	0	13	0	447	443	0	0	4	0	443	4	0.991360691144708	0.00863930885529158	0.976241900647948	0.0151187904967603	0	0.00863930885529158	0	1	0	0.692307692307692	0.307692307692308	0	0	0	0.991051454138703	0.00894854586129754	0.991051454138703	0	0	0.00894854586129754	0
HE101	claude-3-7-sonnet	post	10	9	6	QQ	Claude3.7				proprietary	463	456	7	0	0	0	463	0	13	9	4	0	0	0	13	0	447	447	0	0	0	0	447	0	1	0	0.98488120950324	0.0151187904967603	0	0	0	1	0	0.692307692307692	0.307692307692308	0	0	0	1	0	1	0	0	0	0
HE104	claude-3-7-sonnet	pre	1	6	2	S	Claude3.7				proprietary	25	6	19	0	0	0	25	0	9	4	5	0	0	0	9	0	16	2	14	0	0	0	16	0	1	0	0.24	0.76	0	0	0	1	0	0.444444444444444	0.555555555555556	0	0	0	1	0	0.125	0.875	0	0	0
HE104	claude-3-7-sonnet	pre	2	6	2	S	Claude3.7				proprietary	25	6	19	0	0	0	25	0	9	4	5	0	0	0	9	0	16	2	14	0	0	0	16	0	1	0	0.24	0.76	0	0	0	1	0	0.444444444444444	0.555555555555556	0	0	0	1	0	0.125	0.875	0	0	0
HE104	claude-3-7-sonnet	pre	3	6	2	S	Claude3.7				proprietary	25	6	19	0	0	0	25	0	9	4	5	0	0	0	9	0	16	2	14	0	0	0	16	0	1	0	0.24	0.76	0	0	0	1	0	0.444444444444444	0.555555555555556	0	0	0	1	0	0.125	0.875	0	0	0
HE104	claude-3-7-sonnet	pre	4	6	2	S	Claude3.7				proprietary	25	6	19	0	0	0	25	0	9	4	5	0	0	0	9	0	16	2	14	0	0	0	16	0	1	0	0.24	0.76	0	0	0	1	0	0.444444444444444	0.555555555555556	0	0	0	1	0	0.125	0.875	0	0	0
HE104	claude-3-7-sonnet	pre	5	6	2	S	Claude3.7				proprietary	25	6	19	0	0	0	25	0	9	4	5	0	0	0	9	0	16	2	14	0	0	0	16	0	1	0	0.24	0.76	0	0	0	1	0	0.444444444444444	0.555555555555556	0	0	0	1	0	0.125	0.875	0	0	0
HE104	claude-3-7-sonnet	pre	6	6	2	S	Claude3.7				proprietary	25	6	19	0	0	0	25	0	9	4	5	0	0	0	9	0	16	2	14	0	0	0	16	0	1	0	0.24	0.76	0	0	0	1	0	0.444444444444444	0.555555555555556	0	0	0	1	0	0.125	0.875	0	0	0
HE104	claude-3-7-sonnet	pre	7	6	2	S	Claude3.7				proprietary	25	6	19	0	0	0	25	0	9	4	5	0	0	0	9	0	16	2	14	0	0	0	16	0	1	0	0.24	0.76	0	0	0	1	0	0.444444444444444	0.555555555555556	0	0	0	1	0	0.125	0.875	0	0	0
HE104	claude-3-7-sonnet	pre	8	6	2	S	Claude3.7				proprietary	25	6	19	0	0	0	25	0	9	4	5	0	0	0	9	0	16	2	14	0	0	0	16	0	1	0	0.24	0.76	0	0	0	1	0	0.444444444444444	0.555555555555556	0	0	0	1	0	0.125	0.875	0	0	0
HE104	claude-3-7-sonnet	pre	9	6	2	S	Claude3.7				proprietary	25	6	19	0	0	0	25	0	9	4	5	0	0	0	9	0	16	2	14	0	0	0	16	0	1	0	0.24	0.76	0	0	0	1	0	0.444444444444444	0.555555555555556	0	0	0	1	0	0.125	0.875	0	0	0
HE104	claude-3-7-sonnet	pre	10	6	2	S	Claude3.7				proprietary	25	6	19	0	0	0	25	0	9	4	5	0	0	0	9	0	16	2	14	0	0	0	16	0	1	0	0.24	0.76	0	0	0	1	0	0.444444444444444	0.555555555555556	0	0	0	1	0	0.125	0.875	0	0	0
HE104	claude-3-7-sonnet	post	1	6	5	QQ	Claude3.7				proprietary	15	9	6	0	0	0	15	0	10	7	3	0	0	0	10	0	2	2	0	0	0	0	2	0	1	0	0.6	0.4	0	0	0	1	0	0.7	0.3	0	0	0	1	0	1	0	0	0	0
HE104	claude-3-7-sonnet	post	2	6	5	QQ	Claude3.7				proprietary	15	9	6	0	0	0	15	0	10	7	3	0	0	0	10	0	2	2	0	0	0	0	2	0	1	0	0.6	0.4	0	0	0	1	0	0.7	0.3	0	0	0	1	0	1	0	0	0	0
HE104	claude-3-7-sonnet	post	3	6	5	QQ	Claude3.7				proprietary	15	9	6	0	0	0	15	0	10	7	3	0	0	0	10	0	2	2	0	0	0	0	2	0	1	0	0.6	0.4	0	0	0	1	0	0.7	0.3	0	0	0	1	0	1	0	0	0	0
HE104	claude-3-7-sonnet	post	4	6	5	QQ	Claude3.7				proprietary	15	9	6	0	0	0	15	0	10	7	3	0	0	0	10	0	2	2	0	0	0	0	2	0	1	0	0.6	0.4	0	0	0	1	0	0.7	0.3	0	0	0	1	0	1	0	0	0	0
HE104	claude-3-7-sonnet	post	5	6	5	QQ	Claude3.7				proprietary	15	9	6	0	0	0	15	0	10	7	3	0	0	0	10	0	2	2	0	0	0	0	2	0	1	0	0.6	0.4	0	0	0	1	0	0.7	0.3	0	0	0	1	0	1	0	0	0	0
HE104	claude-3-7-sonnet	post	6	6	5	QQ	Claude3.7				proprietary	15	9	6	0	0	0	15	0	10	7	3	0	0	0	10	0	2	2	0	0	0	0	2	0	1	0	0.6	0.4	0	0	0	1	0	0.7	0.3	0	0	0	1	0	1	0	0	0	0
HE104	claude-3-7-sonnet	post	7	6	5	QQ	Claude3.7				proprietary	15	9	6	0	0	0	15	0	10	7	3	0	0	0	10	0	2	2	0	0	0	0	2	0	1	0	0.6	0.4	0	0	0	1	0	0.7	0.3	0	0	0	1	0	1	0	0	0	0
HE104	claude-3-7-sonnet	post	8	6	5	QQ	Claude3.7				proprietary	15	9	6	0	0	0	15	0	10	7	3	0	0	0	10	0	2	2	0	0	0	0	2	0	1	0	0.6	0.4	0	0	0	1	0	0.7	0.3	0	0	0	1	0	1	0	0	0	0
HE104	claude-3-7-sonnet	post	9	6	5	QQ	Claude3.7				proprietary	15	9	6	0	0	0	15	0	10	7	3	0	0	0	10	0	2	2	0	0	0	0	2	0	1	0	0.6	0.4	0	0	0	1	0	0.7	0.3	0	0	0	1	0	1	0	0	0	0
HE104	claude-3-7-sonnet	post	10	6	5	QQ	Claude3.7				proprietary	15	9	6	0	0	0	15	0	10	7	3	0	0	0	10	0	2	2	0	0	0	0	2	0	1	0	0.6	0.4	0	0	0	1	0	0.7	0.3	0	0	0	1	0	1	0	0	0	0
HE108	claude-3-7-sonnet	post	1	2	3	NQ	Claude3.7				proprietary	12	7	5	0	0	0	12	0	10	7	3	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	0.7	0.3	0	0	0							
HE108	claude-3-7-sonnet	post	2	2	3	NQ	Claude3.7				proprietary	12	7	5	0	0	0	12	0	10	7	3	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	0.7	0.3	0	0	0							
HE108	claude-3-7-sonnet	post	3	2	3	NQ	Claude3.7				proprietary	12	7	5	0	0	0	12	0	10	7	3	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	0.7	0.3	0	0	0							
HE108	claude-3-7-sonnet	post	4	2	3	NQ	Claude3.7				proprietary	12	7	5	0	0	0	12	0	10	7	3	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	0.7	0.3	0	0	0							
HE108	claude-3-7-sonnet	post	5	2	3	NQ	Claude3.7				proprietary	12	7	5	0	0	0	12	0	10	7	3	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	0.7	0.3	0	0	0							
HE108	claude-3-7-sonnet	post	6	2	3	NQ	Claude3.7				proprietary	12	7	5	0	0	0	12	0	10	7	3	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	0.7	0.3	0	0	0							
HE108	claude-3-7-sonnet	post	7	2	3	NQ	Claude3.7				proprietary	12	7	5	0	0	0	12	0	10	7	3	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	0.7	0.3	0	0	0							
HE108	claude-3-7-sonnet	post	8	2	3	NQ	Claude3.7				proprietary	12	7	5	0	0	0	12	0	10	7	3	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	0.7	0.3	0	0	0							
HE108	claude-3-7-sonnet	post	9	2	3	NQ	Claude3.7				proprietary	12	7	5	0	0	0	12	0	10	7	3	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	0.7	0.3	0	0	0							
HE108	claude-3-7-sonnet	post	10	2	3	NQ	Claude3.7				proprietary	12	7	5	0	0	0	12	0	10	7	3	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0.583333333333333	0.416666666666667	0	0	0	1	0	0.7	0.3	0	0	0							
HE111	claude-3-7-sonnet	pre	1	8	3	Q	Claude3.7				proprietary	85	10	75	0	0	0	85	0	11	3	8	0	0	0	11	0	74	7	67	0	0	0	74	0	1	0	0.117647058823529	0.882352941176471	0	0	0	1	0	0.272727272727273	0.727272727272727	0	0	0	1	0	0.0945945945945946	0.905405405405405	0	0	0
